timestamps,TP9,AF7,AF8,TP10,Right AUX
1786664747.7922692,38.412368323402,-2.1536011295195854,16.57148087567392,3.2839871298467456,-0.36434495945602
1786664747.7961755,35.687710949153065,-6.608677304093187,22.66041345894652,4.2415909445124615,0.5729171158022859
1786664747.8000817,28.949870759568068,-11.123703752180633,22.189557259434178,10.592933696175976,0.06740476247872802
1786664747.803988,25.048727704151776,-7.530008082802803,33.353649866569725,10.248653020435112,1.3755503249527452
1786664747.8078942,19.665115464403456,-12.144992245540134,34.69822769178805,26.06820644277487,4.963124406519865
1786664747.8118005,9.7801878498769,-12.563250340646192,28.38633870601761,28.489451523323304,2.6183888567743505
1786664747.8157067,1.7157589356634273,-11.616502512269994,21.55982964466564,30.031623733699917,0.5700464858506146
1786664747.819613,5.768609098048413,-4.81696650183723,23.93188068201318,29.999848642889884,0.1889772620985822
1786664747.8235192,-2.97776450199024,-6.693595815364681,33.88004183784693,39.16623848590147,2.8051540689245726
1786664747.8274255,-1.8349918753569638,-7.920699938354861,30.216382301512866,30.20443399615276,-1.041718915133008
1786664747.8313317,-3.80405398102039,-11.788002203589636,36.84641696302609,27.182857773550683,-2.8407623906674058
1786664747.835238,-9.813503717807443,2.868657072713393,33.358755878208676,27.301392362552484,3.5675488400926354
1786664747.8391442,-6.682948675701001,-5.264519558474143,36.41267038172455,16.097153325738162,2.4661175472943757
1786664747.8430505,-9.030578018037238,-0.6840387355623534,27.170447231656244,16.70531449674958,1.2847899901874629
1786664747.8469567,1.7563550725127604,-3.831761871126929,17.69067161662359,10.901785818134986,1.0998814946126851
1786664747.850863,-0.6481588755930181,1.592120243284315,6.47200293620296,6.822951311707728,2.705211195380808
1786664747.8547692,-1.4890447774807551,5.43339658381375,3.5513900573142325,-2.1336902450147144,3.1417329543990586
1786664747.8586755,3.7688207091848063,20.900109993898372,-4.055693653601864,-11.306335531110426,3.7488355495706456
1786664747.8625817,3.150786385626186,13.378599321992146,-4.9866462307220845,-19.01688700696697,3.2676629098891086
1786664747.866488,3.9365836995180485,8.147855097388142,-19.589340124754667,-10.755194022890993,-5.132995709056268
1786664747.8703942,-1.3510384535112454,11.213854566060393,-21.825217301346264,-15.632122291678039,3.2561995271701614
1786664747.8743005,-0.5407222367141156,9.278072937106057,-19.131164193148535,-7.4245302173915855,4.343716599306596
1786664747.8782067,14.437116775041053,3.040205524715809,-27.455971737338043,5.635561207579062,1.4452598997563224
1786664747.882113,6.153937358897965,5.388219551373361,-23.34997763750116,11.705232221123412,0.8190121739271585
1786664747.8860192,9.60650480283093,5.757093268940122,-24.995883120477398,16.598099467372048,4.078315729179552
1786664747.8899255,4.266909648689124,3.958008043461633,-26.62708205890423,25.07892035126285,7.076240753609234
1786664747.8938317,6.649000344910707,3.4905299954779263,-23.96907762852381,27.807351133657747,1.674246841890682
1786664747.897738,0.8931721383639798,5.475450478662685,-30.99319901166823,39.112645823589865,0.9889946485837853
1786664747.9016442,4.964535131959607,7.548058121761015,-30.122528766561675,39.198112820216174,3.6762359380361125
1786664747.9055505,4.637952423084261,7.0570244592877795,-24.061838661284636,45.026354443242305,3.661388266338525
1786664747.9094567,4.806539077080645,6.998588091512499,-25.207992110296065,33.98640140874488,5.861667647785252
1786664747.913363,0.9344541942217277,0.7981966617859406,-21.73995917890739,35.41842949646811,1.6012565847712863
1786664747.9172692,5.574867056299373,1.1576869485683348,-11.381750904152844,32.53726683087799,6.666572717391452
1786664747.9211755,8.622620064111343,7.199099448601498,-5.0383694877540215,23.196473209543626,8.226054959031737
1786664747.9250817,8.94674788989437,-2.3634528864707613,-8.033208525777834,11.892848659604839,3.095878012362589
1786664747.928988,10.826329325465638,-4.314140298959967,-1.0765440077625636,11.2611041277958,-3.378399677013264
1786664747.9328942,11.924377589293746,6.093689648578074,1.1876420824638259,-6.038420804630436,-4.358566675006149
1786664747.9368005,14.094020504278834,3.805536013289534,4.532606337198703,-22.0964025815312,-6.167817038346078
1786664747.9407067,19.750249952198864,-6.5011228061010256,7.204167579691796,-25.272546306818885,-3.3643563664292735
1786664747.944613,21.82907602366167,-8.2322512636844,11.605143514943407,-31.946979156728947,-0.26413023186464263
1786664747.9485192,14.831003029877738,-4.640407323701176,16.92586703743263,-35.83635324544535,4.546380124022822
1786664747.9524255,7.3850401247966015,-12.421506024338822,18.231610774646768,-33.99357803948532,0.03612649148821145
1786664747.9563317,8.166606788763985,-9.129155986065301,25.998990716532663,-32.963704720384186,2.443540991159791
1786664747.960238,4.09353661958564,-20.23115181943225,23.59415453486981,-28.71720224394886,5.210634643878568
1786664747.9641442,-0.17719388568829508,-22.052209338042466,29.48032057509161,-22.18839532332295,4.2754886123965266
1786664747.9680505,4.260699123111095,-18.170493852191782,32.64990185271605,-15.98717248495159,1.9181392821448682
1786664747.9719567,-0.38931812417032186,-17.450476533566437,29.67023847171216,-5.357399338665374,-0.4232252539802855
1786664747.975863,-2.4357403882135924,-8.956247439892284,26.87782582893251,4.7321146321931025,-0.44159952690357157
1786664747.9797692,5.198399232996484,-12.103471958134364,25.554092640472277,21.366897827305724,2.23111730762955
1786664747.9836755,-3.505553773722944,-7.341091626048507,23.810964162133367,33.81016219253098,4.014972638060705
1786664747.9875817,1.4660644471460902,-10.507543812399994,22.83020132047146,29.031615916102922,4.432471369809568
1786664747.991488,10.005205322641661,-0.6536072972515186,18.193191565449467,33.68755218928586,5.049399303072568
1786664747.9953942,8.073967796269256,1.361568746002836,14.499621569181782,38.129334193013065,2.024474847303295
1786664747.9993005,11.18011882754001,3.617707675390511,8.633177604815403,37.22772894492684,0.26333536780171485
1786664748.0032067,8.831591177239794,2.8240279826408416,3.0105441070494816,35.883221352651766,-0.32562503474676174
1786664748.007113,20.811863901075363,8.487681676667833,5.924072930873917,27.992180121028248,5.949589110817072
1786664748.0110192,17.95434197271452,7.609858135162604,-11.771405692934625,19.95518676976741,4.712480430613973
1786664748.0149255,21.63991459934128,12.158478313895802,-11.405868612803037,14.12158187142904,3.245236256074548
1786664748.0188317,21.352404746351475,19.274128182356204,-21.541277295389847,6.213981634985351,0.87691989175418
1786664748.022738,18.910727955682137,16.749452623312706,-23.05669412545299,-10.298549343789615,2.643594173243225
1786664748.0266442,11.652124129951634,5.65276712692793,-27.461707318809257,-17.677431919403066,6.53301965211563
1786664748.0305505,12.952417763433267,7.949432808160769,-36.8288880072256,-18.91030927266956,4.440381233741915
1786664748.0344567,5.627326392598196,7.1665643829028,-40.12494279717528,-18.39678946965372,10.961133897875532
1786664748.038363,5.496584857394756,10.588788835227865,-40.43800120924593,-23.08613999606432,8.227304692322841
1786664748.0422692,8.810026483203618,10.283688013171185,-43.008639426653524,-30.362427816831893,5.796869340642109
1786664748.0461755,1.8724796737631557,4.525075995188753,-41.326751310841786,-28.390656671792364,5.571800573990798
1786664748.0500817,4.545962342592096,1.6289667673860309,-40.1974606882316,-23.191491636827365,1.5848147618784059
1786664748.053988,-1.853431708776279,-1.4847755672851437,-40.24503593418807,-15.853745483261509,2.8661693201234675
1786664748.0578942,-4.140597290413219,-7.403745636100865,-32.33931121511522,-5.465589520465482,6.389785185752844
1786664748.0618005,-6.173019761063782,-0.13052336378093177,-30.003594153001806,2.7187802679318365,5.559447394933157
1786664748.0657067,3.5364002629217617,-9.200606211526164,-33.063200793448665,-0.027426633636343567,5.82997818981325
1786664748.069613,2.6612531792723977,-17.501289042314767,-31.093548331515603,7.277255167160503,1.7102866313534073
1786664748.0735192,0.173715619479879,-25.841541011594295,-19.292242664016253,9.639777002462996,5.817729037177921
1786664748.0774255,2.630313502805544,-26.55465225812928,-26.12614457331894,12.796438270046345,3.005665788304916
1786664748.0813317,0.8434330991471359,-14.256439983228221,-17.86730858525448,12.106962544356264,2.471771965769389
1786664748.085238,12.851076270507418,-10.76955740131095,-5.90675273552428,12.852693749057606,3.845213924754592
